Length,SED,MinSED,LED,MaxLED,Sweep,CompSweep,Vol
4079,194,191,242,272,3.1884366032522053,1.0309278350515463,0.151
4065,194,190,217,231,7.705388457859497,0.5154639175257731,0.143
4080,210,203,245,259,12.925170068027212,1.4285714285714286,0.163
4095,185,180,213,224,7.012417823228634,0.5405405405405406,0.129
4074,193,189,216,223,8.053907487449328,1.5544041450777202,0.136
4079,203,199,229,236,10.191948360794973,0.0,0.151
4170,204,201,223,236,6.007304882737408,0.0,0.153
4079,197,192,236,244,5.668788167693061,0.0,0.154
4095,196,191,216,225,2.8633902540608083,2.5510204081632653,0.142
4105,201,194,226,262,4.455335263978614,0.4975124378109453,0.144
4105,204,190,227,233,4.325259515570934,7.8431372549019605,0.142
4120,205,193,218,232,5.234979179060083,1.4634146341463417,0.14
4104,201,193,216,233,4.207816638202025,2.4875621890547266,0.141
4095,198,191,248,261,3.8261401897765537,1.5151515151515151,0.152
4109,201,198,246,255,3.465260760872256,0.4975124378109453,0.169
4079,208,191,223,238,5.085059171597632,0.4807692307692308,0.147
3979,206,199,220,238,4.94862852295221,0.48543689320388345,0.142
4065,202,193,228,252,7.3522203705519065,0.49504950495049505,0.153
4099,199,196,238,242,4.5453397641473705,6.030150753768844,0.16
4059,204,201,218,228,8.650519031141869,0.49019607843137253,0.145
4090,208,205,236,242,9.938979289940828,3.8461538461538463,0.159
4079,200,199,223,230,4.75,0.5,0.146
4094,196,189,214,222,4.164931278633903,1.530612244897959,0.138
4095,213,209,231,255,9.91866693116445,0.9389671361502347,0.164
4085,202,195,232,240,4.901480247034605,0.0,0.148
4080,198,193,223,235,5.101520253035404,0.0,0.146
4095,205,194,226,238,6.424747174301011,0.975609756097561,0.152
4104,200,197,251,257,6.25,0.0,0.169
4105,185,181,213,220,5.843681519357195,0.0,0.129
4075,196,193,232,238,2.0824656393169514,3.061224489795918,0.148
4080,200,196,262,281,7.249999999999999,2.5,0.186
4104,192,190,236,271,7.32421875,6.25,0.154
4089,195,187,220,236,3.418803418803419,0.5128205128205128,0.141
4075,200,195,238,262,5.25,1.0,0.149
4064,206,193,219,235,8.954661136770667,0.9708737864077669,0.142
4070,200,197,238,244,5.25,1.5,0.154
4085,203,197,224,234,8.007959426338905,0.49261083743842365,0.147
4080,192,186,206,209,8.138020833333332,0.5208333333333333,0.127
4129,212,206,239,247,14.90744037023852,4.245283018867925,0.17
4105,214,202,225,253,6.769150144117389,1.4018691588785046,0.161
4089,206,193,211,251,2.592138750117824,1.4563106796116505,0.146
4094,192,186,232,245,9.223090277777779,1.0416666666666665,0.146
4095,196,193,243,257,8.850478967097041,0.5102040816326531,0.159
4090,202,199,229,235,10.538182531124399,0.49504950495049505,0.151
4054,204,191,217,226,6.247597078046905,0.49019607843137253,0.143
4089,198,187,221,230,7.142128354249566,2.0202020202020203,0.143
4089,191,189,228,231,3.563498807598476,0.0,0.143
4090,197,195,222,226,2.0613775155247493,3.0456852791878175,0.142
4100,196,191,223,230,8.850478967097041,1.0204081632653061,0.144
4069,210,203,221,232,7.029478458049887,0.0,0.148
4095,193,189,215,226,8.053907487449328,1.0362694300518136,0.136
4075,203,191,222,261,2.9119852459414206,1.9704433497536946,0.14
4089,207,204,234,245,11.435506079488436,0.0,0.158
4079,195,190,233,241,6.31163708086785,1.0256410256410255,0.15
4070,211,200,226,234,8.759911053210843,0.9478672985781991,0.154
4080,200,193,225,234,7.5,1.5,0.149
4090,204,199,231,249,10.57285659361784,0.0,0.156
4075,204,202,222,234,9.131103421760862,0.0,0.148
4085,213,207,227,250,8.596178007009192,0.9389671361502347,0.158
4090,197,194,259,268,5.411115978252468,1.5228426395939088,0.171
4099,199,194,224,257,2.2726698820736853,3.015075376884422,0.151
4095,194,187,211,221,5.579764055691359,1.0309278350515463,0.133
4080,193,190,249,252,2.6846358291497756,1.0362694300518136,0.151
4070,198,193,240,246,3.8261401897765537,0.5050505050505051,0.149
4080,197,194,228,234,6.184132546574249,4.568527918781726,0.149
3534,194,192,223,229,10.09671591029865,1.0309278350515463,0.123
4104,201,195,244,250,7.6730773990742795,1.9900497512437811,0.16
4070,197,194,217,226,9.276198819861373,4.568527918781726,0.138
4095,214,196,225,236,5.24063236963927,0.0,0.149
4120,201,197,231,237,7.92059602485087,0.0,0.155
4070,205,198,226,231,6.424747174301011,0.4878048780487805,0.149
4075,191,180,244,256,8.223458786765715,2.094240837696335,0.146
4104,197,192,232,238,8.503182251539592,1.5228426395939088,0.152
4090,201,198,225,230,12.375931288829484,0.4975124378109453,0.148
4105,209,195,233,240,7.096907122089695,0.4784688995215311,0.148
4100,198,196,226,240,9.947964493419038,1.0101010101010102,0.143
4095,198,184,243,272,5.611672278338945,9.595959595959595,0.154
4079,202,197,233,239,6.371924321144987,5.9405940594059405,0.155
4015,202,200,235,244,9.80296049406921,0.49504950495049505,0.157
3995,196,193,244,252,9.6314035818409,0.5102040816326531,0.168
4040,200,193,247,257,2.0,1.0,0.162
4029,199,194,213,224,6.060453018863159,1.507537688442211,0.136
4000,200,193,228,241,10.0,0.5,0.147
3979,194,188,222,234,7.971091508130514,0.5154639175257731,0.136
3995,198,194,218,226,9.4378124681155,0.5050505050505051,0.141
3990,190,188,233,244,13.29639889196676,2.1052631578947367,0.144
3779,190,182,205,212,5.8171745152354575,1.0526315789473684,0.116
3984,213,204,247,255,13.445304062245148,0.4694835680751174,0.159
3980,199,194,220,237,6.818009646221055,1.0050251256281406,0.14
3940,204,202,240,249,12.49519415609381,1.4705882352941175,0.151
3950,195,190,216,230,6.837606837606838,0.5128205128205128,0.138
3965,205,198,243,246,10.232004759071982,1.4634146341463417,0.156
3969,197,195,242,256,2.576721894405937,2.030456852791878,0.155
3985,199,193,229,241,9.090679528294741,0.5025125628140703,0.147
3960,213,208,234,245,11.020741034627168,0.9389671361502347,0.155
3965,195,186,210,236,7.363576594345825,0.0,0.125
3996,198,196,224,231,6.887052341597795,0.5050505050505051,0.142
3995,203,196,235,242,4.610643306073916,0.9852216748768473,0.147
4194,186,175,211,219,4.624812117007747,0.5376344086021506,0.128
4005,199,195,223,235,9.848236155652636,0.0,0.142
3995,206,194,223,236,7.776416250353475,1.9417475728155338,0.143
4015,199,194,222,227,3.787783136789475,3.015075376884422,0.136
4015,213,195,224,245,6.6124446207763015,0.9389671361502347,0.144
4045,199,193,228,236,9.090679528294741,0.5025125628140703,0.142
3980,198,193,216,226,4.081216202428324,3.535353535353535,0.135
4000,206,202,228,234,8.012065227636912,1.4563106796116505,0.149
3989,210,203,221,229,8.616780045351474,0.0,0.146
3989,201,196,246,251,11.385856785723126,0.0,0.153
3980,203,197,227,237,6.794632240529981,1.9704433497536946,0.145
4035,199,194,235,239,6.060453018863159,1.0050251256281406,0.159
3975,200,193,232,239,8.75,0.0,0.142
4015,212,201,238,250,9.567461730153079,2.8301886792452833,0.162
3989,196,188,238,242,5.466472303206997,5.1020408163265305,0.145
3994,205,202,222,227,6.900654372397382,0.975609756097561,0.145
3975,209,204,226,245,9.386232000183146,0.0,0.152
3990,200,198,222,229,5.75,6.0,0.144
3994,202,194,230,238,6.862072345848446,2.4752475247524752,0.147
3989,201,193,252,260,4.950372515531795,0.4975124378109453,0.147
3980,200,196,243,259,11.75,3.0,0.158
3994,214,207,235,241,10.48126473927854,0.9345794392523363,0.159
3969,209,206,226,235,9.615164487992491,0.4784688995215311,0.147
4019,195,193,233,235,8.941485864562788,0.0,0.146
4015,202,193,224,247,7.3522203705519065,0.0,0.15
4005,198,193,261,266,3.8261401897765537,3.0303030303030303,0.168
4019,201,193,226,233,4.207816638202025,1.4925373134328357,0.147
3955,199,195,224,233,5.807934143077195,0.0,0.143
3975,202,192,220,227,3.6761101852759532,1.4851485148514851,0.14
3980,199,196,230,233,3.53526426100351,0.0,0.145
3989,198,194,219,227,4.081216202428324,0.5050505050505051,0.14
4005,211,205,229,243,8.31068484535388,4.739336492890995,0.156
3985,195,191,238,254,4.470742932281394,1.0256410256410255,0.154
3985,194,190,217,230,7.173982357317462,0.5154639175257731,0.14
4004,201,195,228,245,3.960298012425435,0.0,0.147
4010,207,198,218,254,9.33510700366403,0.966183574879227,0.15
3930,202,196,245,281,10.04803450642094,3.9603960396039604,0.154
3990,197,191,246,255,5.153443788811874,2.030456852791878,0.144
3989,199,196,222,232,8.08060402515088,1.0050251256281406,0.14
4015,209,202,228,241,7.32583960989904,5.741626794258373,0.157
3976,200,196,222,237,7.000000000000001,0.5,0.14
3984,199,195,217,223,5.807934143077195,0.0,0.137
3985,197,193,230,234,3.349738462727718,2.5380710659898478,0.146
4005,203,195,231,252,7.522628552015337,0.49261083743842365,0.15
3969,194,191,260,268,3.985545754065257,0.0,0.169
3970,195,187,221,232,8.678500986193294,0.5128205128205128,0.135
3974,197,195,220,224,7.987837872658404,2.5380710659898478,0.138
3980,222,193,234,254,6.290073857641425,1.8018018018018018,0.138
4004,201,192,218,250,4.950372515531795,2.9850746268656714,0.133
3965,188,180,208,226,5.658669081032141,2.127659574468085,0.118
4005,208,194,220,227,5.085059171597632,0.4807692307692308,0.139
4010,200,194,236,245,5.25,1.0,0.153
3940,208,196,230,239,9.938979289940828,0.4807692307692308,0.147
3960,212,204,247,257,13.349946600213599,0.4716981132075472,0.158
4005,200,193,221,234,8.0,0.0,0.143
4015,202,197,242,250,3.9211841976276833,0.49504950495049505,0.156
3985,210,201,245,264,11.337868480725623,0.9523809523809524,0.158
3984,198,195,225,246,7.142128354249566,1.0101010101010102,0.138
4034,193,186,218,224,6.443125989959462,7.253886010362693,0.135
3980,201,191,214,259,4.950372515531795,3.482587064676617,0.136
3979,194,190,240,264,3.4541396535232227,3.0927835051546393,0.146
3990,190,189,222,235,8.033240997229916,1.0526315789473684,0.138
3984,191,188,231,248,3.015268221814095,4.18848167539267,0.145
4015,204,202,240,249,13.216070742022298,1.4705882352941175,0.153
3980,211,206,227,246,7.861458637496911,0.47393364928909953,0.152
4014,192,186,225,245,7.866753472222222,2.604166666666667,0.139
3970,194,186,230,243,8.23679455840153,8.762886597938143,0.132
3970,197,192,219,239,9.79154319874256,1.5228426395939088,0.143
3980,202,196,235,246,8.577590432310558,3.9603960396039604,0.155
3990,205,192,219,238,6.1867935752528265,0.975609756097561,0.143
3959,190,188,233,241,11.634349030470915,1.0526315789473684,0.143
3980,200,193,214,226,9.75,0.5,0.136
4015,191,185,212,222,5.482305857843809,1.0471204188481675,0.124
4009,200,194,212,240,5.5,2.0,0.14
