Length,SED,MinSED,LED,MaxLED,Sweep,CompSweep,Vol
3999,255,246,288,303,2.3068050749711646,0.7843137254901961,0.237
3924,257,246,292,309,3.482263168253872,0.0,0.242
3979,255,250,290,301,4.613610149942329,0.39215686274509803,0.242
4080,262,255,326,362,4.953091311695123,0.38167938931297707,0.279
4074,264,253,293,313,4.160927456382002,0.3787878787878788,0.263
3975,254,248,299,304,3.7200074400148795,0.39370078740157477,0.242
4019,253,249,287,312,2.499648486931525,2.766798418972332,0.243
3995,254,252,278,281,1.5500031000062,3.543307086614173,0.222
4019,262,249,284,302,1.7481498747159256,0.38167938931297707,0.234
4045,263,256,289,300,3.32518902976767,1.520912547528517,0.246
4009,261,255,296,306,4.403928304047209,1.532567049808429,0.251
4020,261,254,279,290,3.8167378635075813,3.065134099616858,0.233
4020,259,251,280,292,1.4907350814686722,0.3861003861003861,0.233
4019,257,253,274,287,3.0280549289164105,4.280155642023346,0.227
3980,256,247,287,293,1.220703125,1.171875,0.235
3970,256,250,305,312,2.899169921875,1.5625,0.238
4009,259,249,298,323,3.2796171792310784,1.1583011583011582,0.248
3969,256,253,286,293,2.288818359375,0.78125,0.232
4050,262,254,308,320,3.0592622807528693,0.7633587786259541,0.263
3990,261,252,295,311,2.2019641520236046,0.0,0.238
4009,257,253,295,305,1.5140274644582052,0.0,0.24
4010,266,257,289,300,6.783876985697325,0.37593984962406013,0.244
4100,268,245,307,327,4.037647582980619,0.3731343283582089,0.265
4064,256,246,289,302,6.103515625,0.78125,0.242
4109,256,247,282,299,3.0517578125,0.78125,0.236
4080,259,256,295,303,3.4286906873779466,0.0,0.251
4080,260,253,310,325,3.9940828402366866,0.7692307692307693,0.255
4079,260,244,289,300,2.514792899408284,0.7692307692307693,0.236
4075,261,255,303,322,2.495559372293419,0.38314176245210724,0.266
4145,260,251,293,298,3.4023668639053253,0.0,0.257
4070,265,251,361,380,3.987184051263795,2.6415094339622645,0.284
4115,269,256,270,293,3.3167037492571967,0.0,0.239
4115,264,249,294,312,2.439164370982553,0.3787878787878788,0.248
4074,259,250,291,301,2.0870291140561408,1.1583011583011582,0.234
4120,261,250,312,328,2.495559372293419,0.0,0.261
4065,258,252,295,311,2.704164413196322,0.7751937984496124,0.24
4104,260,251,293,300,4.585798816568047,0.0,0.251
4160,266,259,297,316,7.207869297303408,0.37593984962406013,0.267
4094,262,257,305,311,2.7679039683002156,3.435114503816794,0.26
4084,259,252,292,307,2.2361026222030085,0.7722007722007722,0.248
4099,264,255,280,299,1.4348025711662076,0.0,0.254
4144,261,253,278,293,1.614773711483977,1.1494252873563218,0.246
4085,261,251,286,294,3.523142643237768,0.0,0.239
4064,264,259,286,316,5.73921028466483,0.7575757575757576,0.254
4065,258,253,303,311,2.2534703443302684,0.3875968992248062,0.261
4045,259,256,300,308,1.7888820977624065,0.3861003861003861,0.248
4059,261,252,306,319,2.642356982428326,3.065134099616858,0.267
4090,254,251,292,300,2.01500403000806,1.968503937007874,0.242
3960,259,249,280,317,4.024984719965414,0.7722007722007722,0.244
4044,267,247,302,318,2.6652078160726056,2.6217228464419478,0.254
4139,265,249,295,306,1.851192595229619,0.0,0.248
4084,258,255,282,297,4.056246619794484,0.3875968992248062,0.242
4150,266,252,274,285,2.8266154107072192,0.7518796992481203,0.233
4159,260,252,295,305,1.0355029585798818,1.153846153846154,0.252
4125,260,253,305,321,4.437869822485207,0.38461538461538464,0.267
4145,264,253,312,323,2.7261248852157944,0.0,0.246
4165,258,255,282,289,3.9060152635057994,0.0,0.249
4145,257,251,267,284,3.0280549289164105,0.38910505836575876,0.229
4135,252,249,285,288,3.6218190980095737,0.7936507936507936,0.239
4154,261,253,280,297,1.321178491214163,0.0,0.237
4110,258,249,295,300,3.60555255092843,0.3875968992248062,0.251
4110,262,253,324,334,2.330866499621234,0.38167938931297707,0.273
4160,258,251,287,294,5.55856018268133,0.3875968992248062,0.239
4115,265,253,283,292,3.2751868992524025,0.37735849056603776,0.242
4140,263,246,287,312,2.602321849383394,0.38022813688212925,0.243
4140,259,257,292,323,8.348116456224563,0.3861003861003861,0.249
4140,266,251,305,338,4.098592345525468,4.135338345864661,0.278
4115,254,246,284,294,3.4100068200136406,1.1811023622047243,0.236
4129,253,249,311,321,5.624209095595932,0.7905138339920948,0.254
4140,259,253,292,305,1.6398085896155392,0.3861003861003861,0.259
4115,254,252,316,331,3.2550065100130205,0.0,0.267
4100,259,245,286,317,4.919425768846619,1.5444015444015444,0.236
4164,260,250,284,308,3.106508875739645,0.0,0.25
4145,254,252,274,285,2.79000558001116,1.574803149606299,0.229
