Length,SED,MinSED,LED,MaxLED,Sweep,CompSweep,Vol
4345,236,225,264,271,4.309106578569377,0.0,0.212
4314,246,238,271,278,8.758014409412388,0.40650406504065045,0.23
4335,245,240,276,281,7.163681799250313,0.8163265306122449,0.234
4365,237,223,270,282,3.2046146450889283,4.219409282700422,0.225
4329,240,236,277,293,2.256944444444444,3.75,0.237
4375,242,231,272,284,3.7565740045078893,0.8264462809917356,0.235
4379,243,233,275,286,2.8789649274331484,0.0,0.238
4309,237,227,290,316,4.272819526785238,0.8438818565400843,0.236
4360,341,126,488,649,13.93176873263904,2.6392961876832843,0.345
4379,256,222,486,818,13.580322265625,0.390625,0.222
4370,240,225,302,317,3.125,0.8333333333333334,0.249
4355,240,226,302,312,3.298611111111111,1.25,0.247
4320,241,236,267,629,8.264320517897419,5.809128630705394,0.24
4459,319,154,651,717,7.271941116930848,0.3134796238244514,0.389
4319,242,232,289,302,7.683901372857045,0.4132231404958678,0.23
4305,243,230,286,300,7.62078951379363,1.646090534979424,0.23
4544,243,235,281,296,4.74182458636048,4.938271604938271,0.251
4345,234,229,274,277,4.565709693914822,0.0,0.219
4324,237,230,276,279,3.916751232886468,0.42194092827004215,0.222
4374,256,212,402,695,10.68115234375,7.03125,0.211
4339,238,230,276,281,3.883906503777982,0.42016806722689076,0.223
4430,237,226,271,294,3.738717085937082,2.9535864978902953,0.237
4384,251,228,272,296,3.015825145632609,2.788844621513944,0.237
4305,242,234,288,304,5.976367734444367,0.8264462809917356,0.235
4320,241,232,289,306,6.714760420791653,0.0,0.235
4385,252,235,274,293,6.613756613756613,1.5873015873015872,0.23
4330,234,228,263,275,3.1046825918620793,0.4273504273504274,0.214
4349,237,227,267,278,2.314443910342004,0.42194092827004215,0.218
4305,232,228,281,290,6.6884661117717,1.293103448275862,0.233
4314,235,229,290,297,7.424173834314169,0.0,0.237
4530,240,232,299,315,8.506944444444445,0.8333333333333334,0.267
4539,241,233,301,316,9.125187238511733,0.8298755186721992,0.268
4365,245,227,300,320,3.498542274052478,0.40816326530612246,0.248
4365,245,226,298,318,3.498542274052478,0.0,0.25
4500,237,234,263,281,3.3826487920383133,0.42194092827004215,0.231
4480,240,235,264,280,3.125,1.25,0.231
4345,243,236,263,275,3.3870175616860574,2.880658436213992,0.224
4495,235,230,305,324,9.597102761430511,1.702127659574468,0.24
4520,236,228,305,322,9.336397586900315,3.8135593220338984,0.243
4650,246,232,301,308,2.4786833234186,4.878048780487805,0.277
4644,246,229,302,309,3.304911097891466,6.097560975609756,0.276
4330,251,225,285,296,2.3809145886573226,2.788844621513944,0.232
4335,251,246,280,288,9.999841272360756,3.5856573705179287,0.242
4309,246,226,285,302,2.1481922136294536,4.471544715447155,0.232
4394,235,226,281,286,3.4404708012675425,0.0,0.221
4690,236,231,290,305,2.5136455041654697,1.2711864406779663,0.255
4665,236,225,257,274,3.590922148807813,0.0,0.224
