Length,SED,MinSED,LED,MaxLED,Sweep,CompSweep,Vol
4015,325,321,349,375,3.218934911242603,0.6153846153846154,0.365
4004,324,321,391,396,4.0009144947416555,1.5432098765432098,0.397
4020,327,313,411,435,1.9639199842886403,2.4464831804281344,0.39
4004,324,316,342,361,1.8099375095259866,0.0,0.359
4014,329,316,344,351,1.0162507737363844,0.911854103343465,0.356
4000,334,320,369,393,3.675284162214493,0.29940119760479045,0.377
3990,332,322,370,391,5.171287559878066,3.91566265060241,0.393
3990,326,317,370,376,1.4114193232714818,1.5337423312883436,0.37
3975,340,310,362,378,0.9515570934256057,0.29411764705882354,0.38
3960,323,317,352,366,1.7253112749091815,0.30959752321981426,0.345
3990,334,318,355,362,0.9860518483990105,2.095808383233533,0.362
3984,325,318,339,357,0.7573964497041421,0.0,0.352
3990,332,323,376,383,1.5423138336478444,0.6024096385542169,0.39
3975,330,321,359,375,2.2956841138659323,1.5151515151515151,0.365
3993,334,324,401,429,2.7788733909426653,0.5988023952095809,0.387
3985,330,324,380,395,1.8365472910927456,0.30303030303030304,0.379
3969,322,318,359,372,1.9289379267775162,0.3105590062111801,0.359
3979,325,321,357,385,1.7988165680473371,0.0,0.375
4005,324,319,356,363,1.047858558146624,0.0,0.361
4034,331,317,370,385,2.190560509670412,0.0,0.38
4070,329,318,360,394,3.233525189161224,0.60790273556231,0.4
4040,330,319,382,423,1.7447199265381086,1.2121212121212122,0.411
4020,326,320,362,379,2.540554781888667,0.9202453987730062,0.382
3989,334,324,357,379,2.509950159561117,0.5988023952095809,0.376
3984,330,318,367,387,1.1937557392102844,3.939393939393939,0.389
3980,329,316,360,377,1.1086372077124196,3.0395136778115504,0.37
4024,333,315,412,433,4.869734599464329,1.8018018018018018,0.419
4020,336,322,367,386,1.1515022675736961,0.2976190476190476,0.383
4005,330,321,361,378,4.866850321395776,0.6060606060606061,0.365
3980,330,313,357,363,1.7447199265381086,0.30303030303030304,0.342
4014,332,316,370,377,2.993903324139933,0.9036144578313252,0.363
3999,335,322,456,469,4.009801737580753,0.5970149253731344,0.462
3985,340,319,370,385,3.1141868512110724,0.5882352941176471,0.367
3510,336,320,421,446,3.100198412698413,0.0,0.384
4045,340,316,357,384,2.335640138408304,1.7647058823529411,0.389
4005,329,320,361,375,2.771593019281049,0.0,0.362
3935,331,323,382,402,2.6469272825184147,1.5105740181268883,0.379
3995,342,314,368,377,2.051913409254129,0.0,0.383
4035,327,321,339,355,2.5250399797996805,0.3058103975535168,0.362
3980,342,336,375,406,9.062617557539072,0.8771929824561403,0.406
3950,330,323,383,409,2.112029384756658,0.30303030303030304,0.389
3925,325,322,371,391,1.4201183431952664,2.1538461538461537,0.375
4004,326,320,363,382,3.4815009974029887,2.4539877300613497,0.364
3984,344,311,479,528,4.225256895619254,1.1627906976744187,0.514
3960,332,327,360,379,2.903178980984178,0.6024096385542169,0.382
3989,339,309,369,382,2.958554137189896,0.5899705014749262,0.339
4120,338,316,386,393,3.938937712264977,0.8875739644970414,0.412
3810,330,323,356,380,1.0101010101010102,1.5151515151515151,0.365
3960,331,325,379,397,4.472394373910424,1.5105740181268883,0.383
3960,336,315,351,381,1.0629251700680271,2.083333333333333,0.363
3954,331,320,374,389,1.4603736731136079,0.906344410876133,0.392
3969,338,320,371,394,1.0503833899373272,2.0710059171597637,0.4
3965,339,322,356,382,2.5234726464266757,2.949852507374631,0.363
3990,332,324,361,376,1.8144868631151112,1.8072289156626504,0.373
3955,329,320,355,367,1.6629558115686294,0.303951367781155,0.359
3965,329,325,381,394,2.586820151328979,2.127659574468085,0.395
3985,349,318,350,364,1.313618114793803,0.28653295128939826,0.362
3789,331,324,356,382,1.277826963974407,2.1148036253776437,0.363
3968,330,321,385,410,1.6528925619834711,1.2121212121212122,0.383
3944,325,321,354,364,1.3254437869822484,1.2307692307692308,0.361
3890,336,323,355,378,0.8857709750566891,0.2976190476190476,0.357
3935,345,304,345,370,0.8401596303297627,1.7391304347826086,0.334
3969,327,313,384,420,2.2444799820441603,0.3058103975535168,0.375
3930,332,323,404,417,4.264044128320512,1.2048192771084338,0.387
3969,332,312,353,382,2.631005951516911,1.2048192771084338,0.363
3969,325,318,358,384,1.0414201183431953,1.5384615384615385,0.379
3924,338,315,365,373,1.8381709323903226,3.5502958579881656,0.369
3949,323,317,361,372,1.6294606485253378,2.476780185758514,0.374
3900,336,317,342,354,1.948696145124717,0.2976190476190476,0.348
3910,329,318,358,365,2.3096608494008737,0.60790273556231,0.367
3916,335,323,362,373,2.7623078636667406,0.0,0.368
3965,331,321,390,422,1.82546709139201,0.6042296072507553,0.413
3925,327,318,352,361,2.6185599790515197,0.6116207951070336,0.353
